#Kestrel 4000 weather meter data gathered in Vonore, TN, USA, on 21 Aug 2017
#Data collected by Massey Bartolini
DT,WS,TP,WC,RH,HI,DP,WB,BP,AL,DA
s,mph,∞F,∞F,%,∞F,∞F,∞F,mb,ft,ft
556642935,0.0,83.9,83.8,72.0,92.1,73.9,76.5,990.0,768,2742
556642940,0.0,84.0,84.0,72.0,92.7,74.0,76.6,990.1,764,2752
556642945,0.0,83.9,83.8,72.1,92.1,73.9,76.5,990.0,768,2744
556642950,0.0,83.9,83.8,72.0,92.1,73.9,76.5,990.1,764,2742
556642955,0.0,84.1,84.0,72.0,92.7,74.1,76.6,990.1,764,2757
556642960,0.0,84.1,84.0,72.0,92.7,74.1,76.6,990.1,761,2752
556642965,0.0,84.1,84.2,72.3,93.2,74.2,76.8,990.2,761,2757
556642970,0.0,84.0,84.0,72.2,92.7,74.1,76.6,990.1,764,2752
556642975,0.0,84.0,84.0,72.3,92.7,74.1,76.6,990.1,764,2749
556642980,0.0,84.1,84.0,72.3,92.7,74.2,76.6,990.0,768,2757
556642985,0.0,84.0,84.0,72.3,92.7,74.2,76.6,990.0,764,2752
556642990,0.0,84.3,84.4,72.4,93.7,74.5,77.0,990.0,768,2777
556642995,0.0,84.4,84.4,73.0,93.9,74.8,77.2,990.0,768,2785
556643000,0.0,84.2,84.2,73.1,93.4,74.6,77.0,990.1,764,2767
556643005,0.0,84.2,84.2,72.8,93.2,74.5,77.0,990.1,764,2770
556643010,0.0,84.2,84.2,72.9,93.2,74.6,77.0,990.0,764,2772
556643015,0.0,84.3,84.4,73.3,93.9,74.8,77.2,990.1,764,2780
556643020,0.0,84.3,84.2,73.5,93.6,74.9,77.2,990.1,764,2775
556643025,0.0,84.2,84.2,73.6,93.6,74.9,77.2,990.1,764,2777
556643030,0.0,84.3,84.4,74.1,94.1,75.2,77.5,990.1,761,2782
556643035,0.0,84.2,84.2,74.0,93.7,75.0,77.4,990.0,764,2772
556643040,0.0,84.1,84.2,73.6,93.6,74.8,77.2,990.0,768,2775
556643045,0.0,84.0,84.0,73.4,93.0,74.6,76.8,990.0,764,2757
556643050,0.0,84.0,84.0,73.2,93.0,74.5,76.8,990.1,764,2757
556643055,0.0,84.0,84.0,72.9,92.8,74.3,76.8,990.0,764,2754
556643060,0.0,84.0,84.0,72.7,92.8,74.3,76.8,990.0,764,2757
556643065,0.0,84.0,84.0,72.5,92.8,74.2,76.8,990.0,764,2757
556643070,0.0,84.0,84.0,72.5,92.8,74.2,76.8,990.0,768,2762
556643075,0.0,84.0,84.0,72.5,92.8,74.2,76.6,990.2,761,2752
556643080,0.0,84.1,84.0,72.6,92.8,74.3,76.8,990.1,764,2759
556643085,0.0,84.0,84.0,72.5,92.8,74.2,76.6,990.0,764,2749
556643090,0.0,84.1,84.0,72.5,92.8,74.3,76.8,990.1,764,2754
556643095,0.0,84.1,84.2,72.5,93.2,74.3,76.8,990.1,761,2762
556643100,0.0,84.2,84.2,72.6,93.2,74.4,77.0,990.0,768,2775
556643105,0.0,84.2,84.2,72.6,93.2,74.4,77.0,990.0,764,2770
556643110,0.0,84.2,84.2,72.6,93.2,74.4,77.0,990.0,764,2770
556643115,0.0,84.2,84.2,72.5,93.2,74.4,76.8,990.1,761,2759
556643120,0.0,84.3,84.2,72.5,93.2,74.4,77.0,990.1,764,2770
556643125,0.0,84.3,84.4,72.5,93.7,74.5,77.0,990.1,764,2780
556643130,0.0,84.3,84.4,72.5,93.7,74.5,77.0,990.1,764,2777
556643135,0.0,84.4,84.4,72.4,93.7,74.5,77.0,990.1,764,2780
556643140,0.0,84.3,84.4,71.7,93.4,74.2,76.8,990.0,764,2772
556643145,0.0,84.6,84.6,71.3,93.7,74.2,77.0,990.0,764,2787
556643150,0.0,84.6,84.6,70.9,93.6,74.1,76.8,990.0,764,2790
556643155,0.0,84.6,84.6,70.8,93.4,74.1,76.8,990.0,768,2792
556643160,0.0,84.5,84.6,70.6,93.4,73.9,76.6,990.1,764,2782
556643165,0.0,84.3,84.2,70.3,92.5,73.5,76.5,990.1,764,2759
556643170,0.0,84.1,84.2,69.6,92.3,73.1,76.1,990.1,761,2747
556643175,0.0,84.1,84.2,69.2,92.1,72.9,75.9,990.0,768,2749
556643180,0.0,84.3,84.4,69.3,92.5,73.2,76.1,990.1,764,2757
556643185,0.0,84.5,84.6,69.6,93.0,73.4,76.3,990.0,764,2775
556643190,0.0,84.6,84.6,69.6,93.0,73.5,76.5,990.0,764,2782
556643195,0.0,84.7,84.7,69.2,93.4,73.5,76.5,990.0,768,2792
556643200,0.0,84.7,84.7,69.2,93.4,73.5,76.5,990.0,764,2790
556643205,0.0,84.9,84.9,69.4,93.9,73.7,76.6,990.1,764,2800
556643210,0.0,84.9,84.9,69.6,93.9,73.8,76.6,990.0,764,2803
556643215,0.0,85.0,85.1,70.0,94.5,74.1,77.0,990.0,768,2820
556643220,0.0,85.0,84.9,70.4,94.3,74.3,77.0,990.0,764,2810
556643225,0.0,85.0,84.9,70.2,94.1,74.2,77.0,990.0,764,2810
556643230,0.0,84.9,84.9,70.2,94.1,74.1,77.0,990.0,764,2805
556643235,0.0,85.0,84.9,69.5,93.9,73.9,76.8,990.0,768,2808
556643240,0.0,84.9,84.9,68.8,93.6,73.5,76.5,990.0,768,2800
556643245,0.0,84.9,84.9,68.6,93.6,73.4,76.5,990.1,764,2800
556643250,0.0,84.9,84.9,68.4,93.6,73.3,76.5,990.1,764,2797
556643255,0.0,84.7,84.7,68.4,93.0,73.2,76.3,990.1,764,2785
556643260,0.0,84.7,84.7,68.4,93.0,73.2,76.3,990.0,764,2782
556643265,0.0,84.7,84.7,68.2,93.0,73.1,76.1,990.0,764,2785
556643270,0.0,84.7,84.7,68.3,93.0,73.1,76.1,990.0,764,2780
556643275,0.0,84.7,84.7,68.4,93.0,73.2,76.3,990.1,764,2785
556643280,0.0,84.9,84.9,68.5,93.6,73.4,76.5,990.1,764,2803
556643285,0.0,84.9,84.9,68.7,93.6,73.4,76.5,990.0,764,2800
556643290,0.0,85.0,84.9,68.7,93.6,73.5,76.6,990.1,761,2803
556643295,0.0,84.9,84.9,68.8,93.6,73.5,76.6,990.1,764,2803
556643300,0.0,85.0,84.9,69.1,93.7,73.7,76.6,990.1,764,2805
556643305,0.0,84.9,84.9,68.8,93.6,73.5,76.6,990.0,764,2800
556643310,0.0,84.9,84.9,68.3,93.6,73.3,76.5,990.1,764,2797
556643315,0.0,84.8,84.7,68.1,92.8,73.1,76.3,990.0,768,2792
556643320,0.0,84.9,84.9,67.9,93.4,73.1,76.3,990.1,764,2797
556643325,0.0,85.1,85.1,68.2,93.9,73.4,76.5,990.0,768,2813
556643330,0.0,85.3,85.3,69.1,94.6,74.0,76.8,990.0,768,2830
556643335,0.0,85.4,85.5,69.5,95.2,74.3,77.2,989.9,771,2846
556643340,0.0,85.3,85.3,69.3,94.6,74.1,77.0,989.9,768,2833
556643345,0.0,85.2,85.3,68.4,94.3,73.6,76.6,990.1,764,2820
556643350,0.0,85.1,85.1,67.6,93.7,73.1,76.3,990.1,764,2808
556643355,0.0,85.2,85.1,67.2,93.6,73.1,76.3,990.0,764,2810
556643360,0.0,85.1,85.1,67.1,93.4,73.0,76.3,990.0,764,2808
556643365,0.0,85.3,85.3,67.3,93.9,73.2,76.5,990.0,768,2820
556643370,0.0,85.3,85.3,67.1,93.7,73.1,76.3,990.0,768,2820
556643375,0.0,85.4,85.5,67.1,94.3,73.2,76.5,990.0,768,2830
556643380,0.0,85.3,85.3,67.0,93.7,73.2,76.5,990.1,764,2820
556643385,0.0,85.4,85.5,66.7,94.1,73.0,76.3,990.0,768,2828
556643390,0.0,85.6,85.6,66.6,94.5,73.2,76.5,990.1,764,2841
556643395,0.0,85.5,85.5,66.9,94.3,73.3,76.5,990.0,768,2838
556643400,0.0,85.3,85.3,67.0,93.7,73.1,76.3,990.0,764,2820
556643405,0.0,85.4,85.5,66.8,94.1,73.1,76.3,990.1,764,2825
556643410,0.0,85.4,85.5,66.7,94.1,73.1,76.3,990.0,768,2830
556643415,0.0,85.4,85.5,66.5,94.1,73.0,76.3,990.0,768,2825
556643420,0.0,85.5,85.5,66.3,93.9,73.0,76.3,989.9,771,2833
556643425,0.0,85.5,85.5,66.2,93.9,72.9,76.3,990.1,764,2828
556643430,0.0,85.4,85.5,66.3,93.9,72.9,76.3,990.0,768,2825
556643435,0.0,85.5,85.5,66.5,94.1,73.0,76.3,990.0,768,2830
556643440,0.0,85.6,85.6,66.7,94.5,73.3,76.5,990.0,764,2843
556643445,0.0,85.8,85.8,66.8,95.0,73.4,76.6,990.0,764,2853
556643450,0.0,85.7,85.6,67.4,94.6,73.7,76.8,990.0,764,2848
556643455,0.0,85.8,85.8,67.6,95.4,73.8,76.8,990.2,761,2856
556643460,0.0,85.9,85.8,67.7,95.4,73.9,77.0,990.1,764,2864
556643465,0.0,86.0,86.0,67.8,95.7,74.1,77.2,990.0,764,2874
556643470,0.0,86.0,86.0,67.9,95.9,74.1,77.2,989.7,776,2889
556643475,0.0,86.0,86.0,68.0,95.9,74.2,77.4,989.9,768,2884
556643480,0.0,86.0,86.0,67.7,95.7,74.1,77.2,990.0,764,2876
556643485,0.0,85.9,85.8,67.3,95.2,73.8,76.8,990.0,764,2861
556643490,0.0,85.8,85.8,67.0,95.0,73.6,76.8,990.0,764,2858
556643495,0.0,85.8,85.8,66.9,95.0,73.5,76.8,990.0,764,2856
556643500,0.0,85.8,85.8,67.2,95.2,73.6,76.8,990.0,768,2861
556643505,0.0,85.9,86.0,67.6,95.7,74.0,77.0,990.0,768,2876
556643510,0.0,85.9,86.0,67.9,95.9,74.1,77.2,990.0,768,2876
556643515,0.0,85.9,86.0,67.9,95.9,74.1,77.2,990.0,764,2871
556643520,0.0,86.1,86.0,67.5,95.7,74.0,77.2,990.0,764,2876
556643525,0.0,86.1,86.2,67.3,95.9,74.0,77.0,990.0,768,2884
556643530,0.0,86.1,86.2,67.0,95.9,73.9,77.0,990.0,768,2884
556643535,0.0,86.2,86.2,66.8,95.7,73.8,77.0,990.0,764,2884
556643540,0.0,86.3,86.4,66.5,96.1,73.8,77.0,989.8,771,2897
556643545,0.0,86.3,86.4,66.2,95.9,73.7,77.0,990.0,768,2894
556643550,0.0,86.1,86.2,65.4,95.2,73.2,76.6,990.0,764,2869
556643555,0.0,86.1,86.2,64.6,94.8,72.8,76.5,990.0,768,2874
556643560,0.0,86.1,86.2,63.9,94.6,72.5,76.1,990.0,768,2866
556643565,0.0,86.1,86.2,63.2,94.3,72.1,75.9,989.9,768,2861
556643570,0.0,86.2,86.2,63.1,94.3,72.2,75.9,990.0,768,2869
556643575,0.0,86.1,86.2,63.1,94.3,72.1,75.9,990.0,768,2861
556643580,0.0,86.4,86.4,63.5,94.8,72.5,76.3,990.0,764,2879
556643585,0.0,86.3,86.4,64.1,95.0,72.7,76.3,990.0,768,2879
556643590,0.0,86.4,86.4,63.9,95.0,72.7,76.3,989.9,768,2886
556643595,0.0,86.5,86.5,63.5,95.2,72.6,76.3,990.0,768,2894
556643600,0.0,86.8,86.9,64.1,96.3,73.2,76.8,989.9,771,2922
556643605,0.0,86.6,86.7,64.7,96.1,73.3,76.8,990.0,768,2909
556643610,0.0,86.7,86.7,64.1,95.7,73.1,76.6,989.9,771,2909
556643615,0.0,86.7,86.7,64.0,95.7,73.1,76.6,990.0,768,2909
556643620,0.0,86.7,86.7,64.0,95.7,73.0,76.6,989.9,771,2912
556643625,0.0,86.6,86.5,64.2,95.5,73.1,76.6,989.9,768,2899
556643630,0.0,86.7,86.7,64.2,95.9,73.2,76.6,990.0,768,2907
556643635,0.0,86.7,86.7,64.1,95.7,73.1,76.6,989.9,771,2909
556643640,0.0,86.6,86.5,64.6,95.7,73.2,76.6,989.9,771,2907
556643645,0.0,86.4,86.4,64.6,95.4,73.1,76.6,989.9,768,2894
556643650,0.0,86.7,86.7,63.7,95.5,72.9,76.5,989.9,771,2909
556643655,0.0,86.5,86.5,63.3,95.0,72.5,76.3,990.0,768,2889
556643660,0.0,86.6,86.5,62.6,94.8,72.3,76.1,990.0,764,2889
556643665,0.0,86.7,86.7,62.7,95.2,72.5,76.3,989.9,771,2907
556643670,0.0,86.9,86.9,63.2,95.9,72.8,76.6,989.8,771,2917
556643675,0.0,86.7,86.7,63.4,95.5,72.8,76.5,989.9,768,2904
556643680,0.0,86.7,86.7,63.9,95.7,73.0,76.6,989.9,771,2909
556643685,0.0,86.7,86.7,64.2,95.9,73.2,76.6,989.9,771,2912
556643690,0.0,86.7,86.7,64.4,95.9,73.2,76.6,989.9,768,2907
556643695,0.0,87.0,86.9,65.0,96.6,73.8,77.2,989.8,771,2937
556643700,0.0,86.8,86.7,65.5,96.4,73.8,77.0,989.9,771,2922
556643705,0.0,86.7,86.7,65.1,96.3,73.5,77.0,990.0,768,2912
556643710,0.0,86.8,86.7,64.9,96.3,73.6,77.0,989.9,771,2924
556643715,0.0,86.8,86.7,65.1,96.3,73.6,77.0,989.9,768,2919
556643720,0.0,86.8,86.9,64.3,96.3,73.3,76.8,989.9,771,2922
556643725,0.0,87.1,87.1,63.7,96.4,73.3,76.8,989.9,771,2940
556643730,0.0,87.0,87.1,63.6,96.4,73.2,76.8,989.9,768,2932
556643735,0.0,86.8,86.9,63.1,95.9,72.8,76.5,989.9,771,2914
556643740,0.0,86.7,86.7,62.3,95.2,72.2,75.9,989.9,771,2897
556643745,0.0,86.7,86.7,61.6,94.8,72.0,75.9,989.9,771,2902
556643750,0.0,86.6,86.7,61.4,94.6,71.8,75.7,989.9,771,2891
556643755,0.0,86.8,86.9,60.9,94.8,71.7,75.7,989.8,771,2904
556643760,0.0,86.8,86.7,61.0,94.5,71.7,75.7,989.8,771,2899
556643765,0.0,86.7,86.7,61.1,94.5,71.7,75.7,989.8,771,2897
556643770,0.0,86.6,86.7,60.9,94.5,71.5,75.6,989.9,771,2891
556643775,0.0,86.7,86.7,60.2,94.1,71.3,75.4,989.9,771,2889
556643780,0.0,86.7,86.7,59.9,93.9,71.1,75.4,989.8,773,2894
556643785,0.0,86.9,86.9,60.3,94.5,71.4,75.6,989.8,771,2902
556643790,0.0,86.8,86.9,60.5,94.6,71.5,75.7,989.8,773,2907
556643795,0.0,86.9,86.9,60.2,94.5,71.4,75.6,989.9,771,2902
556643800,0.0,86.8,86.9,60.0,94.5,71.2,75.4,989.9,771,2899
556643805,0.0,86.7,86.7,59.6,93.9,71.0,75.4,989.9,771,2891
556643810,0.0,86.8,86.7,59.2,93.9,70.8,75.2,989.8,771,2889
556643815,0.0,86.9,86.9,59.2,94.3,70.9,75.2,989.8,771,2897
556643820,0.0,86.8,86.9,59.3,94.3,70.9,75.2,989.9,771,2894
556643825,0.0,86.8,86.7,58.9,93.7,70.7,75.0,989.9,771,2889
556643830,0.0,86.8,86.7,58.6,93.6,70.5,75.0,989.9,771,2889
556643835,0.0,86.9,86.9,58.8,94.1,70.7,75.2,989.9,771,2897
556643840,0.0,87.0,87.1,59.2,94.6,71.0,75.4,989.8,773,2909
556643845,0.0,87.1,87.1,59.2,94.6,71.2,75.6,989.7,773,2917
556643850,0.0,87.2,87.3,59.1,94.8,71.1,75.6,989.8,773,2922
556643855,0.0,86.9,86.9,58.5,93.9,70.6,75.2,989.8,773,2902
556643860,0.0,86.9,86.9,57.9,93.7,70.3,74.8,989.8,773,2897
556643865,0.0,86.9,86.9,57.7,93.6,70.2,74.8,989.8,773,2894
556643870,0.0,87.1,87.1,58.2,94.3,70.6,75.2,989.9,771,2907
556643875,0.0,87.1,87.1,58.5,94.3,70.8,75.2,989.8,773,2917
556643880,0.0,87.2,87.3,58.8,94.8,71.0,75.6,989.8,773,2922
556643885,0.0,87.4,87.4,59.0,95.2,71.3,75.6,989.7,773,2937
556643890,0.0,87.6,87.6,59.5,95.7,71.7,75.9,989.8,773,2952
556643895,0.0,87.5,87.4,59.3,95.4,71.6,75.7,989.8,773,2942
556643900,0.0,87.3,87.3,58.9,94.8,71.2,75.6,989.8,773,2930
556643905,0.0,87.2,87.3,58.3,94.6,70.8,75.4,989.8,771,2917
556643910,0.0,87.0,87.1,58.0,94.1,70.4,75.0,989.8,771,2902
556643915,0.0,87.2,87.3,58.0,94.5,70.6,75.0,989.9,771,2914
556643920,0.0,87.1,87.1,58.3,94.3,70.6,75.2,989.8,771,2904
556643925,0.0,87.4,87.4,59.3,95.4,71.4,75.7,989.8,773,2935
556643930,0.0,87.3,87.3,59.9,95.0,71.7,75.9,989.8,773,2937
556643935,0.0,87.2,87.1,59.6,94.6,71.4,75.6,989.8,773,2924
556643940,0.0,87.4,87.4,59.3,95.4,71.5,75.7,989.8,773,2937
556643945,0.0,87.4,87.4,59.1,95.2,71.4,75.7,989.8,773,2937
556643950,0.0,87.5,87.6,59.2,95.7,71.5,75.9,989.7,773,2947
556643955,0.0,87.5,87.4,58.8,95.2,71.3,75.6,989.8,773,2942
556643960,0.0,87.4,87.4,58.1,94.8,70.9,75.4,989.8,771,2930
556643965,0.0,87.5,87.6,57.8,95.2,70.8,75.4,989.8,771,2940
556643970,0.0,87.4,87.4,58.2,95.0,70.9,75.4,989.7,776,2937
556643975,0.0,87.3,87.3,58.4,94.6,70.9,75.4,989.7,776,2930
556643980,0.0,87.5,87.4,58.1,94.8,70.9,75.4,989.8,773,2935
556643985,0.0,87.4,87.4,58.1,94.8,70.9,75.4,989.8,773,2935
556643990,0.0,87.2,87.3,58.1,94.5,70.6,75.2,989.7,773,2917
556643995,0.0,87.2,87.3,58.2,94.6,70.7,75.2,989.7,776,2919
556644000,0.0,87.3,87.3,58.4,94.6,70.9,75.4,989.8,773,2922
556644005,0.0,87.2,87.3,58.3,94.6,70.8,75.4,989.8,773,2919
556644010,0.0,87.4,87.4,58.2,95.0,70.9,75.4,989.8,773,2932
556644015,0.0,87.6,87.6,58.5,95.4,71.2,75.6,989.7,773,2950
556644020,0.0,87.4,87.4,58.6,95.0,71.1,75.6,989.8,773,2937
556644025,0.0,87.4,87.4,58.9,95.2,71.2,75.6,989.6,776,2940
556644030,0.0,87.5,87.4,59.0,95.2,71.4,75.7,989.7,773,2942
556644035,0.0,87.5,87.4,59.1,95.2,71.4,75.7,989.7,773,2942
556644040,0.0,87.4,87.4,59.5,95.4,71.6,75.7,989.7,776,2950
556644045,0.0,87.4,87.4,59.5,95.4,71.6,75.7,989.8,773,2945
556644050,0.0,87.6,87.6,59.2,95.7,71.6,75.9,989.7,773,2952
556644055,0.0,87.6,87.6,59.1,95.5,71.5,75.9,989.8,773,2952
556644060,0.0,87.5,87.4,59.2,95.4,71.5,75.7,989.7,773,2942
556644065,0.0,87.6,87.6,59.3,95.7,71.6,75.9,989.8,773,2952
556644070,0.0,87.8,87.8,59.5,96.1,71.9,76.3,989.8,773,2970
556644075,0.0,87.8,87.8,59.7,96.1,72.1,76.3,989.7,773,2975
556644080,0.0,87.9,87.8,59.9,96.1,72.2,76.3,989.9,771,2973
556644085,0.0,87.9,87.8,60.3,96.3,72.4,76.6,989.7,773,2978
556644090,0.0,88.0,88.0,60.7,97.0,72.7,76.6,989.8,773,2996
556644095,0.0,88.2,88.2,61.4,97.7,73.2,77.0,989.7,773,3006
556644100,0.0,87.7,87.8,62.0,97.2,73.1,77.0,989.7,773,2980
556644105,0.0,87.8,87.8,61.8,97.0,73.1,77.0,989.7,773,2985
556644110,0.0,87.8,87.8,62.0,97.2,73.1,77.0,989.7,773,2983
556644115,0.0,87.7,87.6,61.9,96.8,73.0,76.8,989.7,773,2975
556644120,0.0,87.6,87.6,61.5,96.6,72.7,76.6,989.7,773,2965
556644125,0.0,87.7,87.6,61.0,96.3,72.6,76.5,989.8,773,2968
556644130,0.0,87.8,87.8,60.8,96.6,72.6,76.6,989.7,773,2975
556644135,0.0,87.7,87.8,60.8,96.6,72.5,76.6,989.7,776,2978
556644140,0.0,87.8,87.8,60.7,96.4,72.6,76.6,989.7,773,2980
556644145,0.0,87.9,88.0,60.6,97.0,72.6,76.6,989.7,776,2990
556644150,0.0,87.8,87.8,59.9,96.1,72.1,76.3,989.7,773,2970
556644155,0.0,87.8,87.8,59.0,95.9,71.7,75.9,989.7,776,2970
556644160,0.0,87.9,87.8,58.1,95.5,71.3,75.7,989.7,773,2965
556644165,0.0,88.0,88.0,57.9,95.9,71.3,75.7,989.7,773,2973
556644170,0.0,87.7,87.6,57.8,95.2,70.9,75.4,989.8,773,2952
556644175,0.0,87.6,87.6,57.0,94.8,70.5,75.2,989.7,773,2940
556644180,0.0,87.6,87.6,56.7,94.6,70.3,75.0,989.7,773,2942
556644185,0.0,87.6,87.6,56.5,94.6,70.3,75.0,989.7,773,2942
556644190,0.0,87.7,87.6,56.7,94.6,70.4,75.2,989.7,776,2950
556644195,0.0,87.9,88.0,57.4,95.7,70.9,75.6,989.7,776,2965
556644200,0.0,87.9,88.0,57.8,95.9,71.2,75.7,989.7,776,2975
556644205,0.0,87.8,87.8,58.6,95.7,71.5,75.9,989.6,776,2973
556644210,0.0,87.7,87.8,58.5,95.7,71.4,75.7,989.7,776,2968
556644215,0.0,87.8,87.8,58.1,95.5,71.2,75.7,989.7,776,2963
556644220,0.0,87.9,87.8,57.9,95.5,71.2,75.7,989.7,776,2968
556644225,0.0,88.1,88.2,57.5,96.1,71.3,75.7,989.7,776,2990
556644230,0.0,88.2,88.2,56.8,95.7,70.9,75.6,989.8,773,2983
556644235,0.0,88.2,88.2,56.1,95.5,70.6,75.4,989.7,773,2978
556644240,0.0,88.3,88.3,55.4,95.5,70.3,75.2,989.7,773,2975
556644245,0.0,88.4,88.3,55.0,95.5,70.2,75.2,989.7,776,2990
556644250,0.0,88.4,88.5,55.1,96.1,70.3,75.2,989.7,773,2990
556644255,0.0,88.3,88.3,54.6,95.4,69.9,75.0,989.8,773,2980
556644260,0.0,88.4,88.3,54.2,95.2,69.8,74.8,989.7,773,2980
556644265,0.0,88.5,88.5,54.2,95.5,69.8,75.0,989.7,776,2988
556644270,0.0,88.5,88.5,54.2,95.5,69.8,75.0,989.8,773,2985
556644275,0.0,88.4,88.5,53.9,95.4,69.6,74.8,989.7,776,2988
556644280,0.0,88.5,88.5,53.6,95.2,69.5,74.7,989.6,779,2993
556644285,0.0,88.6,88.5,53.5,95.2,69.5,74.8,989.7,776,2993
556644290,0.0,88.6,88.7,53.7,95.9,69.7,74.8,989.7,773,2996
556644295,0.0,88.7,88.7,53.9,95.9,69.9,75.0,989.7,773,3001
556644300,0.0,88.7,88.7,54.4,96.1,70.1,75.2,989.6,776,3003
556644305,0.0,88.8,88.9,55.0,96.8,70.6,75.6,989.7,776,3021
556644310,0.0,89.0,89.1,56.3,97.7,71.4,76.1,989.7,773,3036
556644315,0.0,88.7,88.7,56.4,97.0,71.2,75.9,989.7,773,3016
556644320,0.0,88.3,88.3,55.3,95.5,70.2,75.2,989.7,773,2980
556644325,0.0,88.0,88.0,54.3,94.5,69.4,74.7,989.6,779,2957
556644330,0.0,88.0,88.0,54.0,94.3,69.3,74.5,989.8,773,2952
556644335,0.0,88.3,88.3,54.2,95.2,69.6,74.8,989.7,776,2975
556644340,0.0,88.5,88.5,55.0,96.1,70.3,75.2,989.7,773,2993
556644345,0.0,88.4,88.5,55.2,96.1,70.3,75.2,989.8,773,2988
556644350,0.0,88.2,88.2,54.4,94.8,69.7,74.7,989.7,773,2965
556644355,0.0,88.2,88.2,54.0,94.6,69.4,74.7,989.7,776,2968
556644360,0.0,88.2,88.2,54.3,94.8,69.6,74.7,989.6,776,2970
556644365,0.0,88.3,88.3,54.7,95.4,69.9,75.0,989.7,776,2980
556644370,0.0,88.3,88.3,54.5,95.2,69.8,74.8,989.6,776,2983
556644375,0.0,88.4,88.3,54.2,95.2,69.8,74.8,989.7,776,2983
556644380,0.0,88.7,88.7,55.1,96.4,70.5,75.6,989.7,773,3008
556644385,0.0,88.5,88.5,55.4,96.1,70.5,75.4,989.6,779,2998
556644390,0.0,88.1,88.0,54.2,94.5,69.5,74.7,989.7,773,2955
556644395,0.0,87.9,87.8,53.1,93.6,68.7,74.1,989.7,776,2940
556644400,0.0,87.7,87.6,52.4,93.0,68.1,73.8,989.7,773,2917
556644405,0.0,88.1,88.0,52.7,93.7,68.6,74.1,989.7,773,2950
556644410,0.0,88.0,88.0,52.7,93.7,68.5,73.9,989.7,776,2947
556644415,0.0,87.8,87.8,52.9,93.6,68.5,73.9,989.7,776,2935
556644420,0.0,88.1,88.2,53.1,94.3,68.9,74.3,989.7,773,2955
556644425,0.0,88.0,88.0,53.1,93.9,68.8,74.1,989.7,773,2942
556644430,0.0,88.1,88.2,53.1,94.3,68.9,74.3,989.7,773,2955
556644435,0.0,88.1,88.2,54.0,94.6,69.4,74.7,989.7,776,2965
556644440,0.0,88.4,88.5,54.5,95.7,70.0,75.0,989.7,776,2993
556644445,0.0,88.4,88.5,54.9,95.9,70.2,75.2,989.6,776,2993
556644450,0.0,88.4,88.3,55.1,95.5,70.2,75.2,989.6,776,2988
556644455,0.0,88.1,88.2,54.9,95.0,69.9,74.8,989.6,776,2970
556644460,0.0,88.3,88.3,55.2,95.5,70.2,75.2,989.6,776,2983
556644465,0.0,88.3,88.3,56.2,95.9,70.8,75.6,989.7,773,2988
556644470,0.0,88.3,88.3,56.4,96.1,70.9,75.6,989.7,776,2990
556644475,0.0,88.9,88.9,57.5,97.9,71.9,76.5,989.7,773,3034
556644480,0.0,88.4,88.3,57.7,96.4,71.6,76.1,989.7,773,3001
556644485,0.0,88.6,88.5,57.1,96.8,71.4,75.9,989.6,776,3013
556644490,0.0,88.3,88.3,56.4,96.1,70.9,75.6,989.7,773,2988
556644495,0.0,88.3,88.3,55.5,95.7,70.4,75.2,989.7,773,2980
556644500,0.0,88.2,88.2,55.4,95.2,70.2,75.0,989.7,773,2973
556644505,0.0,88.6,88.7,56.3,96.8,71.1,75.7,989.7,776,3013
556644510,0.0,88.5,88.5,56.5,96.6,71.0,75.7,989.8,773,2998
556644515,0.0,88.0,88.0,55.6,95.0,70.1,75.0,989.7,773,2960
556644520,0.0,87.9,88.0,54.8,94.6,69.6,74.7,989.7,776,2955
556644525,0.0,88.1,88.2,54.7,95.0,69.8,74.8,989.7,776,2970
556644530,0.0,88.1,88.2,54.8,95.0,69.8,74.8,989.7,773,2963
556644535,0.0,88.1,88.2,54.9,95.0,69.9,74.8,989.7,776,2973
556644540,0.0,88.2,88.2,55.1,95.2,70.0,75.0,989.7,776,2973
556644545,0.0,88.3,88.3,55.8,95.7,70.5,75.4,989.7,776,2985
556644550,0.0,88.2,88.2,55.7,95.4,70.4,75.2,989.7,776,2983
556644555,0.0,88.3,88.3,55.4,95.5,70.3,75.2,989.7,776,2985
556644560,0.0,88.3,88.3,55.2,95.5,70.1,75.2,989.6,779,2983
556644565,0.0,88.2,88.2,54.8,95.0,69.9,74.8,989.7,776,2975
556644570,0.0,88.2,88.2,54.3,94.8,69.6,74.7,989.7,776,2970
556644575,0.0,88.2,88.2,53.6,94.5,69.2,74.5,989.6,779,2973
556644580,0.0,88.4,88.3,53.5,94.8,69.4,74.7,989.7,776,2978
556644585,0.0,88.4,88.5,53.6,95.2,69.5,74.8,989.6,776,2988
556644590,0.0,88.7,88.7,54.0,95.9,69.9,75.0,989.7,776,3008
556644595,0.0,88.7,88.7,54.3,96.1,70.0,75.0,989.7,776,3003
556644600,0.0,88.7,88.7,54.8,96.3,70.4,75.4,989.7,773,3011
556644605,0.0,88.9,88.9,55.1,96.8,70.7,75.7,989.7,773,3023
556644610,0.0,88.9,88.9,55.0,96.8,70.6,75.7,989.7,776,3023
556644615,0.0,88.4,88.3,54.1,95.2,69.6,74.8,989.7,776,2980
556644620,0.0,88.4,88.3,53.4,94.8,69.3,74.5,989.7,776,2975
