#Kestrel 4000 weather meter data gathered in Vonore, TN, USA, on 21 Aug 2017
#Data collected by Massey Bartolini
DT,WS,TP,WC,RH,HI,DP,WB,BP,AL,DA
s,mph,∞F,∞F,%,∞F,∞F,∞F,mb,ft,ft
556637865,0.0,89.0,89.1,50.9,95.4,68.5,74.3,990.7,745,2973
556637870,0.0,89.0,89.1,50.8,95.4,68.4,74.3,990.7,745,2970
556637875,0.0,88.9,88.9,50.7,94.8,68.2,74.1,990.8,745,2960
556637880,0.0,88.7,88.7,50.5,94.5,68.0,73.9,990.8,745,2952
556637885,0.0,88.7,88.7,50.9,94.5,68.2,73.9,990.7,745,2950
556637890,0.0,88.7,88.7,51.2,94.6,68.4,74.1,990.7,745,2950
556637895,0.0,88.9,88.9,51.4,95.2,68.6,74.5,990.8,745,2960
556637900,0.0,88.6,88.7,51.5,94.8,68.5,74.1,990.7,745,2947
556637905,0.0,88.4,88.3,51.5,94.1,68.2,73.9,990.7,745,2924
556637910,0.0,88.5,88.5,51.6,94.5,68.4,74.1,990.7,745,2940
556637915,0.0,88.2,88.2,51.6,93.7,68.1,73.8,990.7,745,2919
556637920,0.0,88.3,88.3,51.6,94.1,68.2,73.9,990.7,745,2927
556637925,0.0,88.2,88.2,51.8,93.7,68.2,73.8,990.7,748,2919
556637930,0.0,88.3,88.3,52.3,94.5,68.7,74.3,990.7,745,2930
556637935,0.0,88.5,88.5,52.9,95.0,69.1,74.5,990.8,745,2945
556637940,0.0,88.6,88.7,53.4,95.7,69.5,74.8,990.7,748,2963
556637945,0.0,88.4,88.3,53.7,95.0,69.5,74.7,990.8,745,2947
556637950,0.0,88.4,88.3,53.8,95.0,69.5,74.7,990.7,745,2942
556637955,0.0,88.3,88.3,54.0,95.0,69.5,74.7,990.7,745,2940
556637960,0.0,88.0,88.0,54.2,94.5,69.3,74.5,990.7,745,2917
556637965,0.0,88.0,88.0,54.0,94.3,69.3,74.5,990.7,745,2917
556637970,0.0,88.0,88.0,54.2,94.5,69.4,74.7,990.7,748,2922
556637975,0.0,88.1,88.0,54.3,94.5,69.5,74.7,990.6,748,2924
556637980,0.0,88.3,88.3,54.5,95.2,69.8,74.8,990.7,745,2940
556637985,0.0,88.4,88.3,54.7,95.4,70.0,75.0,990.8,745,2950
556637990,0.0,88.3,88.3,54.6,95.4,69.9,75.0,990.7,745,2945
556637995,0.0,88.4,88.5,54.6,95.7,70.0,75.0,990.8,745,2955
556638000,0.0,88.5,88.5,54.7,95.9,70.1,75.2,990.8,745,2960
556638005,0.0,88.3,88.3,54.8,95.4,70.0,75.0,990.8,743,2942
556638010,0.0,88.2,88.2,54.1,94.8,69.6,74.7,990.8,745,2935
556638015,0.0,88.1,88.2,53.2,94.5,69.0,74.3,990.8,745,2922
556638020,0.0,88.3,88.3,53.1,94.6,69.0,74.5,990.8,745,2932
556638025,0.0,88.2,88.2,53.4,94.5,69.1,74.5,990.7,745,2927
556638030,0.0,88.2,88.2,53.4,94.5,69.1,74.5,990.8,745,2924
556638035,0.0,88.1,88.2,53.4,94.5,69.1,74.5,990.8,743,2919
556638040,0.0,88.4,88.3,54.1,95.2,69.7,74.8,990.7,745,2947
556638045,0.0,88.4,88.3,54.4,95.2,69.9,74.8,990.7,745,2945
556638050,0.0,88.3,88.3,54.2,95.2,69.7,74.8,990.8,745,2940
556638055,0.0,88.2,88.2,53.6,94.5,69.2,74.5,990.7,745,2932
556638060,0.0,88.2,88.2,53.3,94.5,69.1,74.5,990.8,745,2927
556638065,0.0,88.1,88.2,53.3,94.5,69.0,74.5,990.8,745,2922
556638070,0.0,88.1,88.2,53.4,94.5,69.1,74.5,990.7,745,2922
556638075,0.0,88.1,88.2,53.2,94.5,68.9,74.3,990.8,743,2914
556638080,0.0,87.8,87.8,52.4,93.4,68.2,73.8,990.8,745,2891
556638085,0.0,88.0,88.0,51.7,93.4,68.0,73.8,990.7,745,2904
556638090,0.0,87.8,87.8,51.6,93.0,67.7,73.6,990.7,745,2889
556638095,0.0,87.8,87.8,51.2,92.8,67.6,73.4,990.8,745,2889
556638100,0.0,87.7,87.6,50.8,92.3,67.2,73.0,990.8,745,2876
556638105,0.0,87.6,87.6,50.6,92.3,67.0,73.0,990.7,745,2874
556638110,0.0,87.8,87.8,50.7,92.7,67.3,73.2,990.7,745,2889
556638115,0.0,87.8,87.8,50.9,92.7,67.4,73.2,990.8,745,2884
556638120,0.0,87.9,88.0,51.1,93.2,67.6,73.4,990.8,745,2897
556638125,0.0,88.1,88.2,51.3,93.6,67.9,73.8,990.8,745,2909
556638130,0.0,87.9,88.0,51.2,93.2,67.6,73.4,990.7,745,2894
556638135,0.0,87.9,88.0,51.2,93.2,67.6,73.4,990.8,743,2889
556638140,0.0,87.9,88.0,51.1,93.2,67.6,73.4,990.8,745,2894
556638145,0.0,88.0,88.0,51.2,93.2,67.7,73.6,990.8,745,2902
556638150,0.0,88.0,88.0,51.0,93.2,67.6,73.4,990.7,745,2899
556638155,0.0,88.0,88.0,50.7,93.0,67.5,73.4,990.8,745,2902
556638160,0.0,88.0,88.0,50.5,93.0,67.3,73.2,990.7,745,2899
556638165,0.0,88.1,88.2,50.5,93.4,67.4,73.4,990.7,745,2902
556638170,0.0,88.4,88.3,50.8,93.7,67.8,73.6,990.8,745,2924
556638175,0.0,88.4,88.3,50.9,93.7,67.9,73.6,990.7,745,2924
556638180,0.0,88.6,88.5,51.0,94.3,68.2,73.9,990.8,745,2942
556638185,0.0,88.5,88.5,50.8,94.1,68.0,73.9,990.8,745,2937
556638190,0.0,88.5,88.5,50.6,94.1,67.8,73.8,990.7,745,2937
556638195,0.0,88.5,88.5,51.2,94.3,68.2,73.9,990.8,743,2932
556638200,0.0,88.4,88.3,51.4,94.1,68.2,73.9,990.8,745,2927
556638205,0.0,88.5,88.5,51.3,94.3,68.2,73.9,990.7,745,2935
556638210,0.0,88.4,88.3,51.1,93.9,68.0,73.8,990.7,745,2924
556638215,0.0,88.5,88.5,51.2,94.3,68.1,73.9,990.7,745,2935
556638220,0.0,88.4,88.5,51.2,94.3,68.1,73.9,990.8,743,2927
556638225,0.0,88.3,88.3,51.1,93.9,67.9,73.8,990.8,745,2922
556638230,0.0,88.3,88.3,51.4,94.1,68.1,73.9,990.7,745,2922
556638235,0.0,88.4,88.3,51.5,94.1,68.2,73.9,990.7,745,2927
556638240,0.0,88.4,88.5,51.1,94.3,68.1,73.9,990.7,745,2932
556638245,0.0,88.5,88.5,50.8,94.1,67.9,73.9,990.8,745,2932
556638250,0.0,88.5,88.5,50.8,94.1,68.0,73.9,990.8,745,2937
556638255,0.0,88.4,88.3,51.1,93.9,68.0,73.8,990.8,745,2930
556638260,0.0,88.4,88.3,51.0,93.9,68.0,73.8,990.8,745,2927
556638265,0.0,88.6,88.5,50.8,94.1,68.0,73.9,990.8,745,2940
556638270,0.0,88.3,88.3,50.7,93.7,67.7,73.6,990.8,745,2922
556638275,0.0,88.4,88.3,50.4,93.6,67.6,73.6,990.8,745,2919
556638280,0.0,88.3,88.3,50.4,93.6,67.5,73.6,990.7,748,2917
556638285,0.0,88.2,88.2,50.6,93.4,67.6,73.6,990.8,743,2912
556638290,0.0,88.2,88.2,50.6,93.4,67.6,73.6,990.7,745,2914
556638295,0.0,88.2,88.2,50.5,93.4,67.5,73.4,990.8,743,2912
556638300,0.0,88.5,88.5,50.8,94.1,67.9,73.8,990.7,745,2932
556638305,0.0,88.3,88.3,50.6,93.7,67.7,73.6,990.8,743,2919
556638310,0.0,88.2,88.2,50.5,93.4,67.6,73.6,990.8,743,2912
556638315,0.0,88.4,88.3,50.5,93.7,67.7,73.6,990.8,743,2924
556638320,0.0,88.5,88.5,50.7,94.1,67.9,73.8,990.8,745,2935
556638325,0.0,88.5,88.5,50.6,94.1,67.9,73.8,990.8,745,2937
556638330,0.0,88.6,88.7,50.6,94.5,67.9,73.9,990.8,745,2945
556638335,0.0,88.9,88.9,50.7,94.8,68.2,74.1,990.9,743,2957
556638340,0.0,88.7,88.7,50.8,94.5,68.1,73.9,990.8,745,2950
556638345,0.0,88.5,88.5,50.8,94.1,68.0,73.9,990.8,745,2937
556638350,0.0,88.5,88.5,50.6,94.1,67.8,73.8,990.8,745,2935
556638355,0.0,88.4,88.5,50.4,93.9,67.6,73.6,990.8,745,2927
556638360,0.0,88.4,88.5,50.2,93.9,67.6,73.6,990.8,745,2927
556638365,0.0,88.4,88.3,50.3,93.6,67.6,73.6,990.8,745,2922
556638370,0.0,88.1,88.2,50.6,93.4,67.5,73.4,990.7,745,2907
556638375,0.0,88.1,88.2,51.3,93.6,67.9,73.6,990.9,743,2907
556638380,0.0,88.0,88.0,51.9,93.6,68.1,73.8,990.9,743,2904
556638385,0.0,88.3,88.3,52.7,94.5,68.8,74.3,990.8,745,2932
556638390,0.0,88.4,88.3,53.4,94.8,69.3,74.7,990.8,745,2940
556638395,0.0,88.3,88.3,53.8,95.0,69.4,74.7,990.8,745,2935
556638400,0.0,87.9,88.0,53.7,94.3,69.0,74.5,990.8,743,2909
556638405,0.0,87.9,88.0,52.9,93.9,68.6,73.9,990.8,743,2904
556638410,0.0,87.9,87.8,52.0,93.2,68.0,73.8,990.8,745,2894
556638415,0.0,87.7,87.6,51.5,92.7,67.6,73.4,990.8,745,2879
556638420,0.0,87.7,87.8,51.4,93.0,67.6,73.4,990.7,745,2881
556638425,0.0,87.9,88.0,52.0,93.6,68.1,73.8,990.8,745,2899
556638430,0.0,87.9,88.0,53.0,93.9,68.6,74.1,990.8,745,2907
556638435,0.0,87.8,87.8,53.7,93.9,68.9,74.1,990.8,745,2902
556638440,0.0,87.8,87.8,53.3,93.7,68.8,74.1,990.8,745,2899
556638445,0.0,88.0,88.0,53.6,94.1,69.1,74.5,990.8,745,2917
556638450,0.0,87.8,87.8,53.4,93.7,68.8,74.1,990.8,745,2899
556638455,0.0,87.9,88.0,52.8,93.9,68.5,73.9,990.8,745,2907
556638460,0.0,88.1,88.2,52.6,94.1,68.6,74.1,990.7,745,2919
556638465,0.0,88.4,88.3,52.8,94.6,69.0,74.3,990.8,745,2937
556638470,0.0,88.3,88.3,52.8,94.6,68.9,74.3,990.8,743,2930
556638475,0.0,88.3,88.3,52.7,94.5,68.8,74.3,990.8,745,2935
556638480,0.0,88.2,88.2,52.4,94.1,68.6,74.1,990.9,743,2914
556638485,0.0,88.1,88.2,52.0,93.9,68.2,73.8,990.7,745,2912
556638490,0.0,87.9,88.0,51.6,93.4,67.8,73.6,990.8,745,2899
556638495,0.0,88.1,88.2,51.4,93.7,67.9,73.8,990.7,745,2907
556638500,0.0,88.0,88.0,51.4,93.4,67.8,73.6,990.8,745,2899
556638505,0.0,88.1,88.2,51.1,93.6,67.7,73.6,990.8,745,2907
556638510,0.0,88.2,88.2,51.2,93.6,67.9,73.6,990.8,745,2912
556638515,0.0,88.3,88.3,52.0,94.3,68.4,73.9,990.8,745,2927
556638520,0.0,88.4,88.3,52.7,94.5,69.0,74.3,990.8,745,2940
556638525,0.0,88.2,88.2,52.6,94.1,68.7,74.1,990.8,745,2927
556638530,0.0,88.1,88.2,51.9,93.9,68.2,73.8,990.7,748,2917
556638535,0.0,88.1,88.2,51.6,93.7,68.0,73.8,990.8,745,2914
556638540,0.0,88.3,88.3,51.6,94.1,68.2,73.9,990.7,745,2924
556638545,0.0,88.4,88.3,51.9,94.3,68.5,74.1,990.8,743,2930
556638550,0.0,88.2,88.2,51.8,93.7,68.2,73.8,990.7,748,2924
556638555,0.0,88.2,88.2,51.3,93.6,68.0,73.8,990.7,745,2914
556638560,0.0,88.2,88.2,51.1,93.6,67.8,73.6,990.8,743,2909
556638565,0.0,88.0,88.0,50.5,93.0,67.3,73.2,990.8,745,2894
556638570,0.0,88.2,88.2,49.9,93.0,67.1,73.2,990.7,745,2904
556638575,0.0,88.0,88.0,50.0,92.8,67.1,73.2,990.7,745,2897
556638580,0.0,88.2,88.2,50.0,93.2,67.2,73.4,990.7,745,2904
556638585,0.0,88.3,88.3,49.7,93.4,67.1,73.2,990.7,745,2912
556638590,0.0,88.5,88.5,49.8,93.7,67.4,73.6,990.8,745,2930
556638595,0.0,88.5,88.5,50.0,93.9,67.4,73.6,990.8,745,2927
556638600,0.0,88.7,88.7,50.3,94.3,67.8,73.8,990.8,745,2942
556638605,0.0,88.4,88.5,50.5,94.1,67.7,73.8,990.7,745,2932
556638610,0.0,88.3,88.3,50.8,93.7,67.8,73.6,990.7,745,2922
556638615,0.0,88.3,88.3,51.0,93.9,67.8,73.6,990.7,745,2919
556638620,0.0,88.3,88.3,50.9,93.7,67.8,73.6,990.8,745,2922
556638625,0.0,88.3,88.3,51.0,93.9,67.9,73.8,990.7,745,2922
556638630,0.0,88.3,88.3,51.6,94.1,68.2,73.9,990.8,745,2927
556638635,0.0,88.2,88.2,51.6,93.7,68.1,73.8,990.7,745,2922
556638640,0.0,88.3,88.3,51.4,94.1,68.0,73.8,990.8,745,2917
556638645,0.0,88.2,88.2,50.8,93.4,67.7,73.6,990.7,745,2912
556638650,0.0,88.3,88.3,50.6,93.7,67.7,73.6,990.8,745,2922
556638655,0.0,88.5,88.5,50.9,94.1,68.0,73.9,990.8,745,2932
556638660,0.0,88.5,88.5,51.3,94.3,68.2,73.9,990.7,745,2932
556638665,0.0,88.4,88.3,51.8,94.1,68.4,73.9,990.7,745,2932
556638670,0.0,88.2,88.2,52.0,93.9,68.3,73.9,990.7,745,2919
556638675,0.0,88.1,88.2,51.4,93.7,67.9,73.6,990.8,743,2904
556638680,0.0,87.9,88.0,50.7,93.0,67.4,73.2,990.8,745,2897
556638685,0.0,88.0,88.0,50.1,92.8,67.1,73.2,990.8,745,2894
556638690,0.0,88.1,88.2,49.9,93.0,67.0,73.2,990.7,745,2902
556638695,0.0,88.3,88.3,49.8,93.4,67.2,73.2,990.7,745,2912
556638700,0.0,88.2,88.2,50.0,93.2,67.2,73.4,990.7,745,2907
556638705,0.0,88.3,88.3,50.1,93.6,67.4,73.6,990.7,745,2917
556638710,0.0,88.4,88.5,50.3,93.9,67.6,73.6,990.7,745,2927
556638715,0.0,88.4,88.3,50.2,93.6,67.4,73.6,990.8,745,2919
556638720,0.0,88.4,88.3,49.7,93.4,67.2,73.4,990.7,748,2924
556638725,0.0,88.5,88.5,49.5,93.6,67.2,73.4,990.8,745,2932
556638730,0.0,88.7,88.7,49.6,94.1,67.4,73.6,990.8,745,2942
556638735,0.0,88.8,88.7,50.1,94.3,67.8,73.8,990.8,745,2947
556638740,0.0,88.8,88.9,51.0,95.0,68.3,74.1,990.8,745,2957
556638745,0.0,88.7,88.7,51.9,95.0,68.8,74.3,990.7,745,2957
556638750,0.0,88.6,88.5,52.4,94.8,68.9,74.5,990.7,745,2945
556638755,0.0,88.5,88.5,52.8,95.0,69.1,74.5,990.8,745,2947
556638760,0.0,88.5,88.5,53.1,95.0,69.2,74.7,990.7,745,2945
556638765,0.0,88.6,88.5,53.3,95.2,69.4,74.8,990.7,745,2950
556638770,0.0,88.6,88.5,53.1,95.0,69.3,74.7,990.7,745,2952
556638775,0.0,88.4,88.5,53.1,95.0,69.2,74.7,990.8,745,2942
556638780,0.0,88.6,88.5,53.0,95.0,69.2,74.7,990.7,748,2955
556638785,0.0,88.3,88.3,52.6,94.5,68.8,74.3,990.8,745,2935
556638790,0.0,88.5,88.5,52.2,94.6,68.7,74.3,990.8,745,2940
556638795,0.0,88.2,88.2,51.9,93.9,68.3,73.9,990.8,745,2922
556638800,0.0,88.2,88.2,51.7,93.7,68.2,73.8,990.7,745,2919
556638805,0.0,88.2,88.2,51.4,93.7,68.0,73.8,990.7,745,2912
556638810,0.0,88.2,88.2,51.4,93.7,68.0,73.8,990.7,745,2914
556638815,0.0,88.2,88.2,51.3,93.6,68.0,73.8,990.7,748,2914
556638820,0.0,88.2,88.2,51.2,93.6,68.0,73.8,990.7,745,2917
556638825,0.0,88.5,88.5,50.8,94.1,67.9,73.9,990.8,745,2935
556638830,0.0,88.4,88.3,50.3,93.6,67.6,73.6,990.8,745,2922
556638835,0.0,88.5,88.5,49.9,93.7,67.4,73.6,990.7,745,2930
556638840,0.0,88.3,88.3,50.0,93.6,67.4,73.6,990.7,745,2917
556638845,0.0,88.4,88.3,50.2,93.6,67.5,73.6,990.7,745,2922
556638850,0.0,88.4,88.3,50.2,93.6,67.5,73.6,990.7,745,2919
556638855,0.0,88.4,88.5,49.9,93.7,67.4,73.6,990.7,745,2927
556638860,0.0,88.4,88.3,49.7,93.4,67.2,73.4,990.8,745,2919
556638865,0.0,88.5,88.5,49.7,93.7,67.3,73.4,990.8,745,2927
556638870,0.0,88.6,88.5,49.9,93.7,67.5,73.6,990.8,745,2932
556638875,0.0,88.7,88.7,50.4,94.3,67.9,73.8,990.7,745,2942
556638880,0.0,88.4,88.3,50.9,93.7,67.9,73.6,990.8,745,2927
556638885,0.0,88.3,88.3,50.8,93.7,67.7,73.6,990.7,745,2919
556638890,0.0,88.4,88.3,50.6,93.7,67.7,73.6,990.7,748,2927
556638895,0.0,88.3,88.3,51.0,93.9,67.9,73.6,990.7,745,2922
556638900,0.0,88.5,88.5,52.1,94.6,68.7,74.3,990.7,748,2945
556638905,0.0,88.3,88.3,52.9,94.6,68.9,74.3,990.7,745,2935
556638910,0.0,88.4,88.3,52.8,94.6,68.9,74.3,990.7,745,2937
556638915,0.0,88.2,88.2,52.7,94.1,68.8,74.1,990.7,748,2930
556638920,0.0,88.3,88.3,53.0,94.6,69.0,74.5,990.7,745,2932
556638925,0.0,88.2,88.2,54.0,94.6,69.4,74.7,990.8,745,2930
556638930,0.0,88.2,88.2,54.2,94.8,69.6,74.7,990.7,745,2932
556638935,0.0,88.0,88.0,53.8,94.3,69.2,74.5,990.7,748,2922
556638940,0.0,88.3,88.3,53.1,94.6,69.0,74.5,990.6,752,2937
556638945,0.0,88.2,88.2,52.5,94.1,68.6,74.1,990.7,745,2919
556638950,0.0,88.1,88.2,51.4,93.7,67.9,73.8,990.7,745,2909
556638955,0.0,88.2,88.2,50.7,93.4,67.7,73.6,990.7,748,2919
556638960,0.0,88.1,88.2,50.3,93.2,67.3,73.4,990.7,748,2907
556638965,0.0,88.0,88.0,50.3,92.8,67.2,73.2,990.7,745,2894
556638970,0.0,87.9,88.0,50.5,93.0,67.2,73.2,990.7,748,2897
556638975,0.0,88.0,88.0,50.5,93.0,67.3,73.2,990.7,745,2899
556638980,0.0,88.0,88.0,50.7,93.0,67.4,73.4,990.7,745,2902
556638985,0.0,87.9,87.8,50.7,92.7,67.3,73.2,990.7,745,2891
556638990,0.0,88.0,88.0,50.4,92.8,67.3,73.2,990.7,745,2894
556638995,0.0,88.0,88.0,50.2,92.8,67.2,73.2,990.7,745,2894
556639000,0.0,88.0,88.0,50.2,92.8,67.1,73.2,990.7,748,2894
556639005,0.0,87.9,88.0,50.1,92.8,67.0,73.2,990.7,745,2889
556639010,0.0,88.1,88.2,49.7,93.0,67.0,73.0,990.8,745,2902
556639015,0.0,88.1,88.2,49.6,93.0,66.9,73.0,990.7,748,2904
556639020,0.0,88.0,88.0,49.7,92.7,66.9,73.0,990.7,748,2897
556639025,0.0,88.0,88.0,50.1,92.8,67.1,73.2,990.7,745,2891
556639030,0.0,88.0,88.0,50.5,93.0,67.3,73.2,990.7,748,2897
556639035,0.0,87.9,88.0,50.6,93.0,67.3,73.2,990.7,745,2894
556639040,0.0,87.9,87.8,50.5,92.7,67.2,73.2,990.7,745,2889
556639045,0.0,87.9,87.8,50.2,92.5,67.1,73.0,990.6,748,2889
556639050,0.0,87.9,88.0,50.0,92.8,67.0,73.0,990.7,748,2891
556639055,0.0,87.9,88.0,49.8,92.7,66.8,73.0,990.7,748,2894
556639060,0.0,87.9,88.0,49.6,92.7,66.7,72.9,990.7,748,2894
556639065,0.0,87.8,87.8,49.5,92.1,66.6,72.9,990.7,748,2881
556639070,0.0,87.8,87.8,49.5,92.1,66.5,72.9,990.7,748,2881
556639075,0.0,87.8,87.8,49.6,92.3,66.6,72.9,990.7,745,2881
556639080,0.0,87.9,88.0,49.4,92.5,66.6,72.9,990.6,748,2886
556639085,0.0,87.9,88.0,49.4,92.5,66.6,72.9,990.7,748,2886
556639090,0.0,87.7,87.6,49.4,91.8,66.3,72.5,990.6,748,2866
556639095,0.0,87.6,87.6,49.2,91.8,66.2,72.5,990.7,748,2864
556639100,0.0,87.7,87.6,48.9,91.6,66.1,72.3,990.6,748,2866
556639105,0.0,87.7,87.8,48.8,91.9,66.0,72.5,990.7,748,2874
556639110,0.0,87.8,87.8,48.7,91.9,66.0,72.5,990.7,748,2874
556639115,0.0,87.9,87.8,48.6,91.8,66.1,72.5,990.5,752,2886
556639120,0.0,87.8,87.8,48.7,91.9,66.1,72.5,990.6,748,2876
556639125,0.0,87.8,87.8,48.9,91.9,66.2,72.5,990.7,745,2876
556639130,0.0,87.8,87.8,49.2,92.1,66.4,72.7,990.6,748,2879
556639135,0.0,87.9,88.0,49.8,92.7,66.8,73.0,990.6,748,2894
556639140,0.0,87.8,87.8,50.0,92.5,66.9,73.0,990.6,748,2886
556639145,0.0,87.9,88.0,49.6,92.7,66.7,72.9,990.6,748,2891
556639150,0.0,87.9,87.8,49.0,91.9,66.3,72.7,990.6,752,2886
556639155,0.0,88.0,88.0,48.7,92.3,66.2,72.7,990.7,748,2891
556639160,0.0,88.0,88.0,48.7,92.3,66.3,72.7,990.7,745,2886
556639165,0.0,87.9,88.0,49.2,92.5,66.5,72.9,990.7,748,2889
556639170,0.0,87.9,88.0,49.8,92.7,66.8,72.9,990.7,748,2891
556639175,0.0,87.9,88.0,50.0,92.8,67.0,73.0,990.6,748,2891
556639180,0.0,87.9,88.0,50.5,93.0,67.3,73.2,990.6,748,2899
556639185,0.0,87.9,88.0,50.7,93.0,67.4,73.2,990.7,748,2897
556639190,0.0,87.7,87.6,50.8,92.3,67.2,73.0,990.6,752,2881
556639195,0.0,87.8,87.8,50.8,92.7,67.3,73.2,990.7,748,2889
556639200,0.0,87.8,87.8,51.2,92.8,67.5,73.4,990.7,745,2889
556639205,0.0,87.8,87.8,51.5,93.0,67.7,73.4,990.7,748,2891
556639210,0.0,87.7,87.6,51.9,92.8,67.8,73.4,990.6,748,2884
556639215,0.0,87.7,87.6,52.3,93.0,68.0,73.6,990.6,752,2891
556639220,0.0,87.8,87.8,52.1,93.2,68.0,73.8,990.6,748,2894
556639225,0.0,87.5,87.4,51.6,92.3,67.5,73.2,990.6,748,2874
556639230,0.0,87.7,87.6,51.3,92.5,67.5,73.2,990.6,748,2879
556639235,0.0,87.4,87.4,51.8,92.3,67.5,73.2,990.6,748,2866
556639240,0.0,87.4,87.4,52.6,92.7,67.9,73.6,990.7,748,2871
556639245,0.0,87.4,87.4,53.0,92.8,68.2,73.6,990.6,752,2879
556639250,0.0,87.6,87.6,53.2,93.4,68.5,73.9,990.6,748,2886
556639255,0.0,87.6,87.6,53.1,93.2,68.4,73.9,990.6,752,2886
556639260,0.0,87.6,87.6,52.2,92.8,67.9,73.4,990.6,752,2884
556639265,0.0,87.5,87.6,51.4,92.7,67.4,73.2,990.6,748,2871
556639270,0.0,87.5,87.4,50.7,91.9,67.0,72.9,990.6,752,2871
556639275,0.0,87.6,87.6,50.3,92.1,66.9,72.9,990.6,752,2874
556639280,0.0,87.6,87.6,50.2,92.1,66.8,72.9,990.6,752,2874
556639285,0.0,87.6,87.6,50.2,92.1,66.8,72.9,990.7,748,2869
556639290,0.0,87.6,87.6,50.7,92.3,67.1,73.0,990.6,752,2879
556639295,0.0,87.5,87.4,51.3,92.1,67.3,73.0,990.6,752,2871
556639300,0.0,87.4,87.4,52.1,92.5,67.7,73.4,990.6,752,2874
556639305,0.0,87.3,87.3,53.1,92.5,68.1,73.6,990.6,748,2866
556639310,0.0,87.3,87.3,52.8,92.5,68.0,73.6,990.7,748,2866
556639315,0.0,87.5,87.4,52.2,92.5,67.8,73.4,990.6,752,2874
556639320,0.0,87.4,87.4,51.5,92.3,67.4,73.0,990.6,752,2869
556639325,0.0,87.4,87.4,51.0,92.1,67.1,73.0,990.6,748,2861
556639330,0.0,87.6,87.6,50.5,92.3,67.0,73.0,990.6,748,2879
556639335,0.0,87.6,87.6,50.3,92.1,66.8,72.9,990.6,748,2869
556639340,0.0,87.6,87.6,50.3,92.1,66.8,72.9,990.6,752,2871
556639345,0.0,87.6,87.6,50.3,92.1,66.8,72.9,990.7,748,2869
556639350,0.0,87.6,87.6,50.2,92.1,66.8,72.9,990.6,748,2866
556639355,0.0,87.7,87.6,50.7,92.3,67.1,73.0,990.6,748,2879
556639360,0.0,87.6,87.6,51.5,92.7,67.6,73.4,990.6,752,2886
556639365,0.0,87.6,87.6,52.0,92.8,67.8,73.4,990.5,752,2886
556639370,0.0,87.6,87.6,51.9,92.8,67.8,73.4,990.5,752,2886
556639375,0.0,87.7,87.8,51.7,93.0,67.7,73.6,990.6,748,2891
556639380,0.0,87.8,87.8,51.6,93.0,67.8,73.6,990.7,748,2894
556639385,0.0,87.6,87.6,52.0,92.8,67.8,73.4,990.7,748,2884
556639390,0.0,87.6,87.6,52.0,92.8,67.8,73.4,990.6,748,2881
556639395,0.0,87.6,87.6,51.7,92.7,67.7,73.4,990.6,752,2886
556639400,0.0,87.8,87.8,51.8,93.0,67.9,73.6,990.5,752,2899
556639405,0.0,87.7,87.8,52.4,93.4,68.1,73.8,990.5,752,2894
556639410,0.0,87.6,87.6,53.7,93.6,68.7,74.1,990.6,752,2894
556639415,0.0,87.5,87.4,54.6,93.6,69.1,74.3,990.6,752,2891
556639420,0.0,87.3,87.3,54.9,93.2,69.1,74.1,990.6,752,2879
556639425,0.0,87.0,87.1,55.3,93.0,69.1,74.1,990.6,752,2861
556639430,0.0,86.9,86.9,55.6,92.8,69.1,74.1,990.6,748,2853
556639435,0.0,86.9,86.9,55.8,92.8,69.1,74.1,990.6,752,2853
556639440,0.0,86.9,86.9,55.9,92.8,69.2,74.1,990.6,748,2853
556639445,0.0,86.6,86.7,55.7,92.5,68.9,73.9,990.6,752,2838
556639450,0.0,86.7,86.7,55.4,92.3,68.8,73.9,990.6,752,2841
556639455,0.0,86.8,86.7,55.3,92.3,68.8,73.9,990.6,752,2841
556639460,0.0,86.8,86.7,55.1,92.3,68.7,73.8,990.6,752,2843
556639465,0.0,86.8,86.7,54.9,92.1,68.6,73.8,990.6,748,2841
556639470,0.0,86.8,86.9,54.8,92.5,68.6,73.8,990.6,748,2843
556639475,0.0,86.9,86.9,54.7,92.5,68.7,73.9,990.6,752,2853
556639480,0.0,87.0,87.1,54.6,92.8,68.7,73.9,990.6,748,2856
556639485,0.0,86.9,86.9,54.6,92.5,68.6,73.9,990.6,748,2851
556639490,0.0,86.9,86.9,54.7,92.5,68.6,73.8,990.6,748,2846
556639495,0.0,86.8,86.7,54.6,92.1,68.5,73.8,990.6,752,2841
556639500,0.0,86.8,86.9,54.5,92.3,68.4,73.6,990.6,752,2841
556639505,0.0,86.9,86.9,54.4,92.3,68.5,73.8,990.6,752,2843
556639510,0.0,86.9,86.9,54.3,92.3,68.4,73.6,990.6,752,2843
556639515,0.0,86.8,86.7,54.4,92.1,68.3,73.6,990.6,752,2836
556639520,0.0,86.8,86.9,54.4,92.3,68.4,73.6,990.6,752,2843
556639525,0.0,86.9,86.9,54.4,92.3,68.4,73.6,990.6,752,2843
556639530,0.0,87.0,86.9,54.4,92.3,68.5,73.8,990.6,752,2848
556639535,0.0,87.1,87.1,54.2,92.7,68.6,73.8,990.6,748,2856
556639540,0.0,87.2,87.3,54.0,92.8,68.5,73.8,990.6,748,2864
556639545,0.0,87.2,87.3,53.8,92.8,68.5,73.8,990.6,752,2871
556639550,0.0,87.1,87.1,53.8,92.5,68.4,73.8,990.7,748,2858
